gene	pathway	pathway_name
BSGatlas-gene-1872	ko01230	Biosynthesis of amino acids
BSGatlas-gene-1873	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-1873	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-1873	ko01100	Metabolic pathways
BSGatlas-gene-1873	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1873	ko01200	Carbon metabolism
BSGatlas-gene-1873	ko01230	Biosynthesis of amino acids
BSGatlas-gene-1874	ko03440	Homologous recombination
BSGatlas-gene-1876	ko00561	Glycerolipid metabolism
BSGatlas-gene-1876	ko01100	Metabolic pathways
BSGatlas-gene-1876	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1877	ko00061	Fatty acid biosynthesis
BSGatlas-gene-1877	ko01100	Metabolic pathways
BSGatlas-gene-1877	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1877	ko01212	Fatty acid metabolism
BSGatlas-gene-1878	ko00061	Fatty acid biosynthesis
BSGatlas-gene-1878	ko00780	Biotin metabolism
BSGatlas-gene-1878	ko01100	Metabolic pathways
BSGatlas-gene-1878	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1878	ko01212	Fatty acid metabolism
BSGatlas-gene-1878	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1879	ko00998	Biosynthesis of various secondary metabolites - part 2
BSGatlas-gene-1879	ko01100	Metabolic pathways
BSGatlas-gene-1879	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1882	ko02024	Quorum sensing
BSGatlas-gene-1882	ko03060	Protein export
BSGatlas-gene-1882	ko03070	Bacterial secretion system
BSGatlas-gene-1885	ko02024	Quorum sensing
BSGatlas-gene-1885	ko03060	Protein export
BSGatlas-gene-1885	ko03070	Bacterial secretion system
BSGatlas-gene-1886	ko03010	Ribosome
BSGatlas-gene-1892	ko03010	Ribosome
BSGatlas-gene-1894	ko03030	DNA replication
BSGatlas-gene-1897	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-1897	ko00640	Propanoate metabolism
BSGatlas-gene-1897	ko00660	C5-Branched dibasic acid metabolism
BSGatlas-gene-1897	ko01100	Metabolic pathways
BSGatlas-gene-1897	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1897	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-1897	ko01200	Carbon metabolism
BSGatlas-gene-1898	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-1898	ko00640	Propanoate metabolism
BSGatlas-gene-1898	ko00660	C5-Branched dibasic acid metabolism
BSGatlas-gene-1898	ko01100	Metabolic pathways
BSGatlas-gene-1898	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1898	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-1898	ko01200	Carbon metabolism
BSGatlas-gene-1906	ko02040	Flagellar assembly
BSGatlas-gene-1907	ko02040	Flagellar assembly
BSGatlas-gene-1908	ko02040	Flagellar assembly
BSGatlas-gene-1909	ko02040	Flagellar assembly
BSGatlas-gene-1910	ko02030	Bacterial chemotaxis
BSGatlas-gene-1910	ko02040	Flagellar assembly
BSGatlas-gene-1911	ko02040	Flagellar assembly
BSGatlas-gene-1912	ko02040	Flagellar assembly
BSGatlas-gene-1913	ko02040	Flagellar assembly
BSGatlas-gene-1915	ko02040	Flagellar assembly
BSGatlas-gene-1916	ko02040	Flagellar assembly
BSGatlas-gene-1917	ko02040	Flagellar assembly
BSGatlas-gene-1919	ko02040	Flagellar assembly
BSGatlas-gene-1920	ko02030	Bacterial chemotaxis
BSGatlas-gene-1920	ko02040	Flagellar assembly
BSGatlas-gene-1921	ko02030	Bacterial chemotaxis
BSGatlas-gene-1921	ko02040	Flagellar assembly
BSGatlas-gene-1922	ko02020	Two-component system
BSGatlas-gene-1922	ko02030	Bacterial chemotaxis
BSGatlas-gene-1923	ko02040	Flagellar assembly
BSGatlas-gene-1924	ko02040	Flagellar assembly
BSGatlas-gene-1925	ko02040	Flagellar assembly
BSGatlas-gene-1926	ko02040	Flagellar assembly
BSGatlas-gene-1927	ko02040	Flagellar assembly
BSGatlas-gene-1928	ko02040	Flagellar assembly
BSGatlas-gene-1931	ko02020	Two-component system
BSGatlas-gene-1931	ko02030	Bacterial chemotaxis
BSGatlas-gene-1932	ko02020	Two-component system
BSGatlas-gene-1932	ko02030	Bacterial chemotaxis
BSGatlas-gene-1933	ko02020	Two-component system
BSGatlas-gene-1933	ko02030	Bacterial chemotaxis
BSGatlas-gene-1934	ko02030	Bacterial chemotaxis
BSGatlas-gene-1935	ko02030	Bacterial chemotaxis
BSGatlas-gene-1936	ko02020	Two-component system
BSGatlas-gene-1936	ko02040	Flagellar assembly
BSGatlas-gene-1939	ko03010	Ribosome
BSGatlas-gene-1941	ko00240	Pyrimidine metabolism
BSGatlas-gene-1941	ko01100	Metabolic pathways
BSGatlas-gene-1941	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1943	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-1943	ko00900	Terpenoid backbone biosynthesis
BSGatlas-gene-1943	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1944	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-1944	ko01100	Metabolic pathways
BSGatlas-gene-1944	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1945	ko00900	Terpenoid backbone biosynthesis
BSGatlas-gene-1945	ko01100	Metabolic pathways
BSGatlas-gene-1945	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1947	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1948	ko03030	DNA replication
BSGatlas-gene-1948	ko03430	Mismatch repair
BSGatlas-gene-1948	ko03440	Homologous recombination
BSGatlas-gene-1959	ko00740	Riboflavin metabolism
BSGatlas-gene-1959	ko01100	Metabolic pathways
BSGatlas-gene-1959	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1959	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1960	ko03010	Ribosome
BSGatlas-gene-1962	ko03018	RNA degradation
BSGatlas-gene-1968	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-1968	ko00261	Monobactam biosynthesis
BSGatlas-gene-1968	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-1968	ko00300	Lysine biosynthesis
BSGatlas-gene-1968	ko01100	Metabolic pathways
BSGatlas-gene-1968	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1968	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-1968	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-1968	ko01230	Biosynthesis of amino acids
BSGatlas-gene-1969	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-1969	ko00261	Monobactam biosynthesis
BSGatlas-gene-1969	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-1969	ko00300	Lysine biosynthesis
BSGatlas-gene-1969	ko01100	Metabolic pathways
BSGatlas-gene-1969	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1969	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-1969	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-1969	ko01230	Biosynthesis of amino acids
BSGatlas-gene-1970	ko00261	Monobactam biosynthesis
BSGatlas-gene-1970	ko00300	Lysine biosynthesis
BSGatlas-gene-1970	ko01100	Metabolic pathways
BSGatlas-gene-1970	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1970	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-1970	ko01230	Biosynthesis of amino acids
BSGatlas-gene-1972	ko03018	RNA degradation
BSGatlas-gene-1980	ko00061	Fatty acid biosynthesis
BSGatlas-gene-1980	ko00780	Biotin metabolism
BSGatlas-gene-1980	ko01100	Metabolic pathways
BSGatlas-gene-1980	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1980	ko01212	Fatty acid metabolism
BSGatlas-gene-1980	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1985	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-1985	ko01100	Metabolic pathways
BSGatlas-gene-1986	ko00760	Nicotinate and nicotinamide metabolism
BSGatlas-gene-1987	ko03440	Homologous recombination
BSGatlas-gene-1989	ko03018	RNA degradation
BSGatlas-gene-1992	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-1992	ko01100	Metabolic pathways
BSGatlas-gene-1993	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-1993	ko01100	Metabolic pathways
BSGatlas-gene-1997	ko03430	Mismatch repair
BSGatlas-gene-1998	ko03430	Mismatch repair
BSGatlas-gene-2031	ko01100	Metabolic pathways
BSGatlas-gene-2031	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2032	ko02024	Quorum sensing
BSGatlas-gene-2032	ko03018	RNA degradation
BSGatlas-gene-2037	ko00230	Purine metabolism
BSGatlas-gene-2037	ko00240	Pyrimidine metabolism
BSGatlas-gene-2037	ko01100	Metabolic pathways
BSGatlas-gene-2038	ko00230	Purine metabolism
BSGatlas-gene-2038	ko00240	Pyrimidine metabolism
BSGatlas-gene-2038	ko01100	Metabolic pathways
BSGatlas-gene-2041	ko01503	Cationic antimicrobial peptide (CAMP) resistance
BSGatlas-gene-2046	ko00220	Arginine biosynthesis
BSGatlas-gene-2046	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-2046	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-2046	ko00910	Nitrogen metabolism
BSGatlas-gene-2046	ko01100	Metabolic pathways
BSGatlas-gene-2046	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2046	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2046	ko02020	Two-component system
BSGatlas-gene-2059	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-2059	ko01100	Metabolic pathways
BSGatlas-gene-2062	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-2062	ko00051	Fructose and mannose metabolism
BSGatlas-gene-2062	ko01100	Metabolic pathways
BSGatlas-gene-2063	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-2063	ko01100	Metabolic pathways
BSGatlas-gene-2066	ko00473	D-Alanine metabolism
BSGatlas-gene-2066	ko01100	Metabolic pathways
BSGatlas-gene-2066	ko01502	Vancomycin resistance
BSGatlas-gene-2068	ko00240	Pyrimidine metabolism
BSGatlas-gene-2068	ko01100	Metabolic pathways
BSGatlas-gene-2075	ko00240	Pyrimidine metabolism
BSGatlas-gene-2075	ko00670	One carbon pool by folate
BSGatlas-gene-2075	ko01100	Metabolic pathways
BSGatlas-gene-2081	ko03060	Protein export
BSGatlas-gene-2081	ko03070	Bacterial secretion system
BSGatlas-gene-2104	ko00030	Pentose phosphate pathway
BSGatlas-gene-2104	ko01100	Metabolic pathways
BSGatlas-gene-2104	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2104	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2104	ko01200	Carbon metabolism
BSGatlas-gene-2104	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2110	ko02020	Two-component system
BSGatlas-gene-2110	ko02030	Bacterial chemotaxis
BSGatlas-gene-2117	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-2117	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-2117	ko01100	Metabolic pathways
BSGatlas-gene-2117	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2117	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2117	ko01200	Carbon metabolism
BSGatlas-gene-2117	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-2117	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2125	ko00561	Glycerolipid metabolism
BSGatlas-gene-2125	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-2125	ko01100	Metabolic pathways
BSGatlas-gene-2125	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2134	ko00500	Starch and sucrose metabolism
BSGatlas-gene-2134	ko01100	Metabolic pathways
BSGatlas-gene-2134	ko02020	Two-component system
BSGatlas-gene-2137	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-2137	ko01100	Metabolic pathways
BSGatlas-gene-2139	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-2139	ko00052	Galactose metabolism
BSGatlas-gene-2139	ko00500	Starch and sucrose metabolism
BSGatlas-gene-2139	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-2139	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-2139	ko01100	Metabolic pathways
BSGatlas-gene-2139	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2139	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2144	ko00072	Synthesis and degradation of ketone bodies
BSGatlas-gene-2144	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-2144	ko00281	Geraniol degradation
BSGatlas-gene-2144	ko00650	Butanoate metabolism
BSGatlas-gene-2144	ko01100	Metabolic pathways
BSGatlas-gene-2144	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2146	ko00061	Fatty acid biosynthesis
BSGatlas-gene-2146	ko00620	Pyruvate metabolism
BSGatlas-gene-2146	ko00640	Propanoate metabolism
BSGatlas-gene-2146	ko01100	Metabolic pathways
BSGatlas-gene-2146	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2146	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2146	ko01200	Carbon metabolism
BSGatlas-gene-2146	ko01212	Fatty acid metabolism
BSGatlas-gene-2153	ko01054	Nonribosomal peptide structures
BSGatlas-gene-2154	ko01054	Nonribosomal peptide structures
BSGatlas-gene-2155	ko01054	Nonribosomal peptide structures
BSGatlas-gene-2156	ko01054	Nonribosomal peptide structures
BSGatlas-gene-2157	ko01054	Nonribosomal peptide structures
BSGatlas-gene-2158	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-2159	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-2159	ko00052	Galactose metabolism
BSGatlas-gene-2159	ko01100	Metabolic pathways
BSGatlas-gene-2159	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2159	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2162	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-2165	ko00430	Taurine and hypotaurine metabolism
BSGatlas-gene-2165	ko00460	Cyanoamino acid metabolism
BSGatlas-gene-2165	ko00480	Glutathione metabolism
BSGatlas-gene-2165	ko01100	Metabolic pathways
BSGatlas-gene-2168	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-2168	ko00910	Nitrogen metabolism
BSGatlas-gene-2168	ko01100	Metabolic pathways
BSGatlas-gene-2168	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2168	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2168	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2169	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-2169	ko00910	Nitrogen metabolism
BSGatlas-gene-2169	ko01100	Metabolic pathways
BSGatlas-gene-2169	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2169	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2169	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2171	ko00330	Arginine and proline metabolism
BSGatlas-gene-2171	ko00332	Carbapenem biosynthesis
BSGatlas-gene-2171	ko01100	Metabolic pathways
BSGatlas-gene-2171	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2171	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2172	ko00330	Arginine and proline metabolism
BSGatlas-gene-2172	ko01100	Metabolic pathways
BSGatlas-gene-2172	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2172	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2180	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-2180	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-2180	ko00680	Methane metabolism
BSGatlas-gene-2180	ko01100	Metabolic pathways
BSGatlas-gene-2180	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2180	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2180	ko01200	Carbon metabolism
BSGatlas-gene-2180	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2189	ko00350	Tyrosine metabolism
BSGatlas-gene-2189	ko01100	Metabolic pathways
BSGatlas-gene-2189	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2189	ko01220	Degradation of aromatic compounds
BSGatlas-gene-2195	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-2195	ko01100	Metabolic pathways
BSGatlas-gene-2210	ko00311	Penicillin and cephalosporin biosynthesis
BSGatlas-gene-2210	ko01501	beta-Lactam resistance
BSGatlas-gene-2228	ko02024	Quorum sensing
BSGatlas-gene-2229	ko02024	Quorum sensing
BSGatlas-gene-2262	ko02020	Two-component system
BSGatlas-gene-2263	ko02020	Two-component system
BSGatlas-gene-2264	ko02020	Two-component system
BSGatlas-gene-2269	ko03018	RNA degradation
BSGatlas-gene-2281	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-2281	ko00053	Ascorbate and aldarate metabolism
BSGatlas-gene-2281	ko00071	Fatty acid degradation
BSGatlas-gene-2281	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-2281	ko00310	Lysine degradation
BSGatlas-gene-2281	ko00330	Arginine and proline metabolism
BSGatlas-gene-2281	ko00340	Histidine metabolism
BSGatlas-gene-2281	ko00380	Tryptophan metabolism
BSGatlas-gene-2281	ko00410	beta-Alanine metabolism
BSGatlas-gene-2281	ko00561	Glycerolipid metabolism
BSGatlas-gene-2281	ko00620	Pyruvate metabolism
BSGatlas-gene-2281	ko00625	Chloroalkane and chloroalkene degradation
BSGatlas-gene-2281	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-2281	ko01100	Metabolic pathways
BSGatlas-gene-2281	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2281	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2281	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2286	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-2286	ko00310	Lysine degradation
BSGatlas-gene-2286	ko00380	Tryptophan metabolism
BSGatlas-gene-2286	ko01100	Metabolic pathways
BSGatlas-gene-2286	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2286	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2286	ko01200	Carbon metabolism
BSGatlas-gene-2287	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-2287	ko01100	Metabolic pathways
BSGatlas-gene-2287	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2287	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-2287	ko01200	Carbon metabolism
BSGatlas-gene-2313	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-2313	ko01100	Metabolic pathways
BSGatlas-gene-2313	ko01502	Vancomycin resistance
BSGatlas-gene-2313	ko02020	Two-component system
BSGatlas-gene-2314	ko00230	Purine metabolism
BSGatlas-gene-2314	ko00240	Pyrimidine metabolism
BSGatlas-gene-2314	ko00760	Nicotinate and nicotinamide metabolism
BSGatlas-gene-2314	ko01100	Metabolic pathways
BSGatlas-gene-2314	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2323	ko00310	Lysine degradation
BSGatlas-gene-2323	ko01100	Metabolic pathways
BSGatlas-gene-2325	ko00220	Arginine biosynthesis
BSGatlas-gene-2325	ko01100	Metabolic pathways
BSGatlas-gene-2325	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2325	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-2325	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2337	ko00562	Inositol phosphate metabolism
BSGatlas-gene-2337	ko01100	Metabolic pathways
BSGatlas-gene-2360	ko00240	Pyrimidine metabolism
BSGatlas-gene-2360	ko01100	Metabolic pathways
BSGatlas-gene-2362	ko00230	Purine metabolism
BSGatlas-gene-2362	ko00240	Pyrimidine metabolism
BSGatlas-gene-2362	ko01100	Metabolic pathways
BSGatlas-gene-2366	ko00230	Purine metabolism
BSGatlas-gene-2366	ko00240	Pyrimidine metabolism
BSGatlas-gene-2366	ko01100	Metabolic pathways
BSGatlas-gene-2387	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-2387	ko01100	Metabolic pathways
BSGatlas-gene-2396	ko03030	DNA replication
BSGatlas-gene-2396	ko03430	Mismatch repair
BSGatlas-gene-2396	ko03440	Homologous recombination
BSGatlas-gene-2397	ko03410	Base excision repair
BSGatlas-gene-2397	ko03430	Mismatch repair
BSGatlas-gene-2397	ko03440	Homologous recombination
BSGatlas-gene-2412	ko03030	DNA replication
BSGatlas-gene-2412	ko03410	Base excision repair
BSGatlas-gene-2412	ko03420	Nucleotide excision repair
BSGatlas-gene-2412	ko03430	Mismatch repair
BSGatlas-gene-2562	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-2562	ko00290	Valine, leucine and isoleucine biosynthesis
BSGatlas-gene-2562	ko01100	Metabolic pathways
BSGatlas-gene-2562	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2562	ko01200	Carbon metabolism
BSGatlas-gene-2562	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2566	ko00670	One carbon pool by folate
BSGatlas-gene-2566	ko00790	Folate biosynthesis
BSGatlas-gene-2566	ko01100	Metabolic pathways
BSGatlas-gene-2566	ko01240	Biosynthesis of cofactors
BSGatlas-gene-2567	ko00240	Pyrimidine metabolism
BSGatlas-gene-2567	ko00670	One carbon pool by folate
BSGatlas-gene-2567	ko01100	Metabolic pathways
BSGatlas-gene-2573	ko00290	Valine, leucine and isoleucine biosynthesis
BSGatlas-gene-2573	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-2573	ko01100	Metabolic pathways
BSGatlas-gene-2573	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-2573	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-2573	ko01230	Biosynthesis of amino acids
BSGatlas-gene-2576	ko00480	Glutathione metabolism
BSGatlas-gene-2576	ko00590	Arachidonic acid metabolism
BSGatlas-gene-2576	ko01100	Metabolic pathways
BSGatlas-gene-2577	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-2577	ko00920	Sulfur metabolism
