BSGatlas-gene-4272 5-ureB-sRNA
BSGatlas-gene-1629 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1630 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1631 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1645 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1666 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1688 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1695 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1696 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1697 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1698 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1699 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1700 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1713 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1730 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1778 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1788 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1825 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1828 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1834 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1836 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1837 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1838 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1840 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1841 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1843 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1845 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1846 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1847 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1848 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1849 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1854 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1856 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1860 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1865 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1869 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1878 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1879 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1886 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1892 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1897 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1898 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1939 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1940 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1941 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1943 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1944 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1945 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1947 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1952 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1953 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1954 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1959 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1960 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1968 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1970 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2036 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2037 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2038 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2039 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2075 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2104 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2168 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2169 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2287 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2325 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2562 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2566 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2567 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2573 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2577 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2632 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2638 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2639 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2640 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2658 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2659 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2660 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2661 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2662 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2663 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2664 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2665 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2666 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2668 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2669 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2670 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2672 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2683 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2684 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2689 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2708 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2712 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2713 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2731 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2732 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2733 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2734 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2791 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2796 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2804 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2849 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2851 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2855 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2856 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2858 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2859 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2871 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2916 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2934 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2943 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2945 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2954 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2955 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2962 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2972 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2974 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2975 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2987 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2999 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3001 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3216 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3229 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3230 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3233 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3235 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3236 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3253 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3271 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3272 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3273 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3275 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3280 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3282 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3295 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3296 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3301 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3302 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3303 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3304 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3306 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3308 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3314 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3315 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3316 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3317 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3319 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3320 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3321 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3339 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3340 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3357 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3358 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3385 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3386 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3394 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3402 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3406 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3412 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3413 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3414 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3418 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3419 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3420 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3434 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3449 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3450 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3451 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3464 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3465 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3468 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3473 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3476 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3486 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3529 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3530 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3531 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3532 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3534 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3542 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3567 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3584 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3596 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3685 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3729 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3756 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3772 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3776 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3784 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3785 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3786 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3834 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3835 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3836 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3920 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3921 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3930 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3970 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3971 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3972 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3973 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4074 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4075 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4076 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4077 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4078 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4080 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4227 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4242 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4302 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4319 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4325 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4326 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4329 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4349 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4373 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4387 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4452 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4453 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4696 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4704 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4712 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4753 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4755 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4772 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-12 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-13 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-14 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-15 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-16 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-26 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-38 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-39 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-40 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-41 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-43 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-87 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-88 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-110 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-111 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-112 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-113 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-114 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-115 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-116 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-117 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-118 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-119 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-120 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-121 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-122 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-123 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-124 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-206 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-207 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-208 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-209 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-210 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-211 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-212 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-213 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-214 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-215 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-216 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-217 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-218 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-219 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-220 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-236 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-237 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-238 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-239 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-240 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-583 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-584 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-585 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-586 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-587 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-588 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-589 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-719 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-720 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-722 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-723 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-724 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-725 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-726 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1048 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1049 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1050 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1051 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1052 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1053 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1054 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1055 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1056 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1057 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1058 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1059 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1060 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1061 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1062 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1063 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1064 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1065 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1066 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1085 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-1419 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2162 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-2612 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3326 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3615 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3616 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3617 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3618 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3619 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3620 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3621 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3622 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3623 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3624 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3625 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3626 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3627 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3628 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3629 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3630 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3631 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3632 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3633 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3634 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3635 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3636 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3637 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3638 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4037 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4692 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4693 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4694 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4695 "16.2: Construct biomass (Anabolism)"
BSGatlas-gene-3941 "16.2: Construct biomass (Anabolism);16.1: Circulate"
BSGatlas-gene-410 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-411 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-1146 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-1187 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-1220 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-1221 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-2675 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-3337 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-3593 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-3595 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-3597 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-4474 "16.2: Construct biomass (Anabolism);16.10: Respire"
BSGatlas-gene-3875 "16.2: Construct biomass (Anabolism);16.10: Respire;16.7: Manage energy"
BSGatlas-gene-412 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-413 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-1395 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-1429 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-1546 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-1613 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-1760 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-1866 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-1867 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-2046 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-2172 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-2603 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-2606 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-2691 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-3570 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-3752 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-3753 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-3754 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-3755 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-4089 "16.2: Construct biomass (Anabolism);16.11: Scavenge (Catabolism)"
BSGatlas-gene-301 "16.2: Construct biomass (Anabolism);16.13: Shape"
BSGatlas-gene-1533 "16.2: Construct biomass (Anabolism);16.13: Shape"
